date,month,vendor,pickup_time,dropoff_time,duration,passengers,distance,start_long,start_lat,end_long,end_lat,payment_type,fare,surcharge,tip,tolls,total
2009-01-01,2009-01,CMT,2009-01-01D00:05:11.000000000,2009-01-01D00:08:59.000000000,0D00:03:48.000000000,2,1,-73.96195,40.75957,-73.97131,40.75127,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:05:12.000000000,2009-01-01D00:20:05.000000000,0D00:14:53.000000000,2,4.9,-73.98188,40.75296,-73.98669,40.70295,CASH,13.8,0,0,0,13.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:13.000000000,2009-01-01D00:12:33.000000000,0D00:07:20.000000000,2,1.9,-74.00284,40.74391,-74.00902,40.72005,CREDIT,7.4,0,1.85,0,9.25
2009-01-01,2009-01,CMT,2009-01-01D00:05:14.000000000,2009-01-01D00:25:24.000000000,0D00:20:10.000000000,1,10.4,-74.00687,40.73051,-73.8495,40.72881,CREDIT,25.4,0,5.08,0,30.48
2009-01-01,2009-01,CMT,2009-01-01D00:05:14.000000000,2009-01-01D00:15:18.000000000,0D00:10:04.000000000,1,3.2,-73.96507,40.75525,-73.94464,40.79411,CASH,10.2,0,0,0,10.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:14.000000000,2009-01-01D00:07:25.000000000,0D00:02:11.000000000,1,0.3,-73.98302,40.77173,-73.98582,40.76772,CASH,3.8,0,0,0,3.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:14.000000000,2009-01-01D00:06:26.000000000,0D00:01:12.000000000,1,0,-73.94364,40.71173,-73.94364,40.71173,No Charge,160,0,0,0,160
2009-01-01,2009-01,DDS,2009-01-01D00:05:14.000000000,2009-01-01D00:12:33.000000000,0D00:07:19.000000000,1,0.5,-74.00042,40.73553,-73.99954,40.74394,CASH,3.7,0.5,0,0,4.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:15.000000000,2009-01-01D00:10:57.000000000,0D00:05:42.000000000,2,2.3,-73.97982,40.74336,-73.9561,40.76764,CASH,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:16.000000000,2009-01-01D00:21:55.000000000,0D00:16:39.000000000,2,5.5,-73.9871,40.72926,-73.92822,40.75798,CASH,15.4,0,0,0,15.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:16.000000000,2009-01-01D00:21:35.000000000,0D00:16:19.000000000,1,5.9,-73.9869,40.72248,-73.94935,40.79075,CASH,17,0,0,0,17
2009-01-01,2009-01,CMT,2009-01-01D00:05:16.000000000,2009-01-01D00:08:00.000000000,0D00:02:44.000000000,1,0.1,-73.97719,40.76375,-73.97599,40.76479,CASH,3.8,0,0,0,3.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:17.000000000,2009-01-01D00:12:36.000000000,0D00:07:19.000000000,1,1.2,-73.99255,40.72535,-73.97628,40.7287,CASH,7,0,0,0,7
2009-01-01,2009-01,CMT,2009-01-01D00:05:17.000000000,2009-01-01D00:12:45.000000000,0D00:07:28.000000000,1,2.1,-73.96823,40.75897,-73.98469,40.73631,CASH,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:18.000000000,2009-01-01D00:12:17.000000000,0D00:06:59.000000000,2,1.7,-73.99197,40.72622,-74.00756,40.70522,CASH,7.4,0,0,0,7.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:19.000000000,2009-01-01D00:32:52.000000000,0D00:27:33.000000000,1,6.1,-73.98787,40.76307,-73.98857,40.69327,CASH,19.4,0,0,0,19.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:20.000000000,2009-01-01D00:29:16.000000000,0D00:23:56.000000000,3,5.1,-73.99641,40.72197,-73.94818,40.7785,CASH,17,0,0,0,17
2009-01-01,2009-01,CMT,2009-01-01D00:05:20.000000000,2009-01-01D00:23:51.000000000,0D00:18:31.000000000,2,3.3,-73.97964,40.76705,-73.96762,40.75624,CASH,28,0,0,0,28
2009-01-01,2009-01,CMT,2009-01-01D00:05:21.000000000,2009-01-01D00:11:42.000000000,0D00:06:21.000000000,1,1.1,-73.97689,40.76607,-73.96093,40.76689,CASH,6.2,0,0,0,6.2
2009-01-01,2009-01,DDS,2009-01-01D00:05:21.000000000,2009-01-01D00:24:21.000000000,0D00:19:00.000000000,3,6.1,-73.99111,40.76064,-73.94449,40.8144,CASH,16.1,0.5,0,0,16.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:21.000000000,2009-01-01D00:09:43.000000000,0D00:04:22.000000000,1,1.1,-73.98162,40.76628,-73.98935,40.77683,CASH,5.4,0,0,0,5.4
2009-01-01,2009-01,DDS,2009-01-01D00:05:21.000000000,2009-01-01D00:45:07.000000000,0D00:39:46.000000000,1,11.6,-73.96915,40.75852,-73.9331,40.86565,CASH,28.1,0.5,0,0,28.6
2009-01-01,2009-01,DDS,2009-01-01D00:05:23.000000000,2009-01-01D00:13:47.000000000,0D00:08:24.000000000,1,1.6,-73.96237,40.76672,-73.97855,40.74783,CASH,6.9,0.5,0,0,7.4
2009-01-01,2009-01,DDS,2009-01-01D00:05:23.000000000,2009-01-01D00:24:14.000000000,0D00:18:51.000000000,2,3.7,-73.99466,40.71888,-73.96953,40.76561,CASH,12.9,0.5,0,0,13.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:23.000000000,2009-01-01D00:23:33.000000000,0D00:18:10.000000000,1,5.1,-73.97973,40.78966,-73.92465,40.80996,CASH,16.2,0,0,0,16.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:24.000000000,2009-01-01D00:10:36.000000000,0D00:05:12.000000000,1,0.8,-73.99365,40.7417,-73.99472,40.75048,CASH,5.4,0,0,0,5.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:24.000000000,2009-01-01D00:19:16.000000000,0D00:13:52.000000000,2,2.6,-73.98035,40.78571,-73.95777,40.76291,CASH,10.6,0,0,0,10.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:25.000000000,2009-01-01D00:17:28.000000000,0D00:12:03.000000000,1,2.9,-73.96949,40.7854,-73.97398,40.75471,CASH,10.6,0,0,0,10.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:25.000000000,2009-01-01D00:13:25.000000000,0D00:08:00.000000000,1,1.6,-73.99057,40.73688,-73.97336,40.74389,CASH,7.4,0,0,0,7.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:25.000000000,2009-01-01D00:15:18.000000000,0D00:09:53.000000000,4,2.4,-73.99201,40.759,-73.99603,40.75006,CASH,8.6,0,0,0,8.6
2009-01-01,2009-01,DDS,2009-01-01D00:05:26.000000000,2009-01-01D00:14:14.000000000,0D00:08:48.000000000,1,1.9,-73.99085,40.74968,-74.0094,40.73589,CASH,6.9,0.5,0,0,7.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:27.000000000,2009-01-01D00:20:22.000000000,0D00:14:55.000000000,4,4.6,-73.96714,40.7691,-74.00805,40.7395,CASH,13.8,0,0,0,13.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:29.000000000,2009-01-01D00:23:22.000000000,0D00:17:53.000000000,1,7.6,-73.99919,40.74242,-73.96799,40.80242,CASH,19.4,0,0,0,19.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:29.000000000,2009-01-01D00:11:39.000000000,0D00:06:10.000000000,4,1.2,-73.98962,40.73982,-73.99461,40.74786,CASH,6.2,0,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:29.000000000,2009-01-01D00:12:40.000000000,0D00:07:11.000000000,2,1.3,-73.95331,40.78678,-73.95691,40.77935,CASH,6.6,0,0,0,6.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:29.000000000,2009-01-01D00:11:09.000000000,0D00:05:40.000000000,1,1.8,-73.97624,40.74816,-73.96947,40.76862,CASH,6.6,0,0,0,6.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:30.000000000,2009-01-01D00:25:24.000000000,0D00:19:54.000000000,2,2.9,-73.98095,40.76496,-73.99653,40.74201,CASH,12.6,0,0,0,12.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:30.000000000,2009-01-01D00:14:37.000000000,0D00:09:07.000000000,1,4.2,-73.98912,40.72296,-73.9597,40.76297,CASH,12.2,0,0,0,12.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:30.000000000,2009-01-01D00:12:48.000000000,0D00:07:18.000000000,2,0.9,-73.991,40.71948,-74.0026,40.72498,CASH,6.2,0,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:31.000000000,2009-01-01D00:16:54.000000000,0D00:11:23.000000000,3,3.3,-73.93126,40.74444,-73.97578,40.7499,CASH,11.8,0,0,0,11.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:32.000000000,2009-01-01D00:10:26.000000000,0D00:04:54.000000000,1,1.5,0,0,0,0,CASH,6.2,0,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:34.000000000,2009-01-01D00:11:04.000000000,0D00:05:30.000000000,1,0.8,-73.9725,40.76551,-73.97432,40.75364,CASH,5.8,0,0,0,5.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:34.000000000,2009-01-01D00:08:08.000000000,0D00:02:34.000000000,1,0.5,-73.96106,40.77603,-73.95485,40.77829,CASH,4.2,0,0,0,4.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:34.000000000,2009-01-01D00:16:15.000000000,0D00:10:41.000000000,1,1,0,0,0,0,CASH,7,0,0,0,7
2009-01-01,2009-01,CMT,2009-01-01D00:05:35.000000000,2009-01-01D00:25:44.000000000,0D00:20:09.000000000,1,1,-73.98258,40.76751,-73.98143,40.75704,CASH,11.4,0,0,0,11.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:35.000000000,2009-01-01D00:27:46.000000000,0D00:22:11.000000000,3,4.7,-73.99198,40.73784,-73.95141,40.77781,CREDIT,16.2,0,2.43,0,18.63
2009-01-01,2009-01,CMT,2009-01-01D00:05:35.000000000,2009-01-01D00:12:07.000000000,0D00:06:32.000000000,1,1.6,-74.00426,40.71287,-73.98282,40.71784,CASH,6.6,0,0,0,6.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:35.000000000,2009-01-01D00:19:32.000000000,0D00:13:57.000000000,3,2.9,-73.98207,40.77079,-73.96654,40.80748,CASH,11.4,0,0,0,11.4
2009-01-01,2009-01,DDS,2009-01-01D00:05:36.000000000,2009-01-01D00:09:08.000000000,0D00:03:32.000000000,2,0.7,-73.99639,40.72684,-73.98725,40.7316,CASH,4.1,0.5,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:37.000000000,2009-01-01D00:10:05.000000000,0D00:04:28.000000000,1,0.8,-73.98334,40.73851,-73.97381,40.74404,CASH,5.4,0,0,0,5.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:37.000000000,2009-01-01D00:08:03.000000000,0D00:02:26.000000000,1,0.5,-73.99834,40.74528,-74.00189,40.75097,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:05:37.000000000,2009-01-01D00:14:08.000000000,0D00:08:31.000000000,1,4.3,-73.86577,40.77097,-73.92939,40.7625,CASH,12.2,0,0,0,12.2
2009-01-01,2009-01,DDS,2009-01-01D00:05:38.000000000,2009-01-01D00:11:36.000000000,0D00:05:58.000000000,1,1.5,-73.98841,40.72579,-73.98097,40.74281,CASH,5.7,0.5,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:38.000000000,2009-01-01D00:07:25.000000000,0D00:01:47.000000000,1,0.1,-73.95563,40.71586,-73.95733,40.7146,CASH,3.4,0,0,0,3.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:39.000000000,2009-01-01D00:09:20.000000000,0D00:03:41.000000000,1,0.4,-74.00915,40.71682,-74.00463,40.71339,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:39.000000000,2009-01-01D00:09:26.000000000,0D00:03:47.000000000,4,0.2,-73.98887,40.76389,-73.99034,40.76076,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:39.000000000,2009-01-01D00:11:01.000000000,0D00:05:22.000000000,1,1.3,-73.98731,40.73979,-74.00066,40.73068,CASH,6.2,0,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:40.000000000,2009-01-01D00:10:04.000000000,0D00:04:24.000000000,1,0.4,-74.00017,40.7304,-73.99907,40.7342,CREDIT,4.6,0,2,0,6.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:40.000000000,2009-01-01D00:17:07.000000000,0D00:11:27.000000000,1,2.9,-73.99216,40.75897,-74.00971,40.72224,CASH,9.4,0,0,0,9.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:40.000000000,2009-01-01D00:33:20.000000000,0D00:27:40.000000000,1,10.2,-73.86553,40.77118,-73.93851,40.69359,CREDIT,27,0,3,0,30
2009-01-01,2009-01,CMT,2009-01-01D00:05:41.000000000,2009-01-01D00:12:21.000000000,0D00:06:40.000000000,1,1.9,-73.97276,40.74335,-73.96779,40.76524,CASH,7.4,0,0,0,7.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:41.000000000,2009-01-01D00:14:39.000000000,0D00:08:58.000000000,3,1.6,-74.00235,40.73371,-73.98273,40.73783,CASH,7.4,0,0,0,7.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:41.000000000,2009-01-01D00:11:37.000000000,0D00:05:56.000000000,1,1.8,-73.9882,40.76908,-74.00554,40.74913,CASH,7,0,0,0,7
2009-01-01,2009-01,CMT,2009-01-01D00:05:41.000000000,2009-01-01D00:12:25.000000000,0D00:06:44.000000000,4,1,-74.00004,40.72864,-73.98772,40.71993,CASH,6.2,0,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:42.000000000,2009-01-01D00:24:44.000000000,0D00:19:02.000000000,1,3.8,-74.00317,40.72746,-73.96161,40.71928,CREDIT,14.2,0,2.13,0,16.33
2009-01-01,2009-01,CMT,2009-01-01D00:05:44.000000000,2009-01-01D00:09:46.000000000,0D00:04:02.000000000,3,1,-73.98835,40.7412,-73.98604,40.73192,No Charge,5.4,0,0,0,5.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:44.000000000,2009-01-01D00:15:21.000000000,0D00:09:37.000000000,1,1.7,-74.00225,40.72816,-74.00198,40.74849,CASH,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:44.000000000,2009-01-01D00:13:39.000000000,0D00:07:55.000000000,2,2.3,-73.99048,40.74349,-74.00426,40.72185,CASH,8.2,0,0,0,8.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:44.000000000,2009-01-01D00:18:36.000000000,0D00:12:52.000000000,1,7.3,-73.99406,40.71994,-73.88398,40.74784,CASH,18.6,0,0,0,18.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:44.000000000,2009-01-01D00:08:03.000000000,0D00:02:19.000000000,1,0.4,-73.99251,40.76994,-73.98523,40.76842,CASH,4.2,0,0,0,4.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:44.000000000,2009-01-01D00:10:41.000000000,0D00:04:57.000000000,2,1.3,-73.98037,40.7803,-73.9754,40.79541,CASH,6.2,0,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:44.000000000,2009-01-01D00:10:49.000000000,0D00:05:05.000000000,2,0.4,-73.95543,40.77343,-73.95084,40.76964,CREDIT,5,0,2,0,7
2009-01-01,2009-01,CMT,2009-01-01D00:05:45.000000000,2009-01-01D00:21:48.000000000,0D00:16:03.000000000,1,3.3,-74.0071,40.73998,-73.97861,40.77735,CASH,12.2,0,0,0,12.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:46.000000000,2009-01-01D00:17:18.000000000,0D00:11:32.000000000,2,3.3,-73.98406,40.72398,-73.98797,40.70163,CREDIT,11,0,2.2,0,13.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:46.000000000,2009-01-01D00:16:41.000000000,0D00:10:55.000000000,1,2.3,-74.00678,40.7407,-73.99014,40.7624,CASH,9.8,0,0,0,9.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:47.000000000,2009-01-01D00:08:53.000000000,0D00:03:06.000000000,2,0.8,-74.00306,40.73918,-73.99539,40.74973,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:05:47.000000000,2009-01-01D00:09:45.000000000,0D00:03:58.000000000,1,0.7,-74.00219,40.75057,-73.99448,40.75576,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:05:47.000000000,2009-01-01D00:07:08.000000000,0D00:01:21.000000000,1,0.6,-73.97931,40.76584,-73.97931,40.76584,CASH,3.4,0,0,0,3.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:47.000000000,2009-01-01D00:17:09.000000000,0D00:11:22.000000000,1,2.8,-73.97717,40.74707,-73.98216,40.77666,CREDIT,10.2,0,2.04,0,12.24
2009-01-01,2009-01,DDS,2009-01-01D00:05:48.000000000,2009-01-01D00:27:20.000000000,0D00:21:32.000000000,2,5.3,-74.0034,40.73242,-73.94743,40.77535,CREDIT,15.7,0.5,3,0,19.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:48.000000000,2009-01-01D00:09:11.000000000,0D00:03:23.000000000,1,0.8,-73.99331,40.74315,-74.0027,40.74987,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:05:50.000000000,2009-01-01D00:09:33.000000000,0D00:03:43.000000000,1,0.6,-73.98265,40.74275,-73.97611,40.74015,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:50.000000000,2009-01-01D00:18:13.000000000,0D00:12:23.000000000,1,2.8,-73.99947,40.74389,-73.96567,40.76183,CASH,10.2,0,0,0,10.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:51.000000000,2009-01-01D00:15:53.000000000,0D00:10:02.000000000,1,2.4,-73.9534,40.77571,-73.97744,40.74967,CASH,9,0,0,0,9
2009-01-01,2009-01,DDS,2009-01-01D00:05:51.000000000,2009-01-01D00:12:59.000000000,0D00:07:08.000000000,2,1.8,-73.95103,40.78048,-73.97465,40.79095,CASH,6.9,0.5,0,0,7.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:51.000000000,2009-01-01D00:21:24.000000000,0D00:15:33.000000000,2,3.7,-73.99868,40.73403,-73.98334,40.77619,CASH,12.2,0,0,0,12.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:51.000000000,2009-01-01D00:11:53.000000000,0D00:06:02.000000000,2,0.7,-73.99248,40.75862,-73.99563,40.74996,CASH,5.4,0,0,0,5.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:53.000000000,2009-01-01D00:14:34.000000000,0D00:08:41.000000000,2,1.7,-73.98564,40.72373,-74.00851,40.71919,CASH,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:53.000000000,2009-01-01D00:09:07.000000000,0D00:03:14.000000000,2,0.5,-73.98298,40.74203,-73.97824,40.74548,CASH,4.2,0,0,0,4.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:53.000000000,2009-01-01D00:31:09.000000000,0D00:25:16.000000000,1,11,-74.00654,40.74424,-73.87667,40.73883,CASH,27.8,0,0,0,27.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:54.000000000,2009-01-01D00:12:27.000000000,0D00:06:33.000000000,1,1.4,-74.00902,40.71939,-74.00608,40.7399,CASH,6.6,0,0,0,6.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:55.000000000,2009-01-01D00:14:30.000000000,0D00:08:35.000000000,2,1.7,-73.96014,40.71517,-73.96225,40.70521,CASH,7.8,0,0,0,7.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:56.000000000,2009-01-01D00:11:51.000000000,0D00:05:55.000000000,1,0.9,-73.99217,40.75916,-74.00091,40.74727,No Charge,5.8,0,0,0,5.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:56.000000000,2009-01-01D00:16:59.000000000,0D00:11:03.000000000,1,5.8,-73.98589,40.72304,-73.96234,40.77888,CASH,15,0,0,0,15
2009-01-01,2009-01,CMT,2009-01-01D00:05:56.000000000,2009-01-01D00:10:34.000000000,0D00:04:38.000000000,2,0.9,-73.97623,40.7647,-73.97432,40.75612,CASH,5.4,0,0,0,5.4
2009-01-01,2009-01,DDS,2009-01-01D00:05:57.000000000,2009-01-01D00:12:13.000000000,0D00:06:16.000000000,1,0.8,-73.99061,40.72772,-73.98801,40.73405,CASH,4.9,0.5,0,0,5.4
2009-01-01,2009-01,CMT,2009-01-01D00:05:57.000000000,2009-01-01D00:14:58.000000000,0D00:09:01.000000000,2,1.9,-73.95662,40.77526,-73.98324,40.78147,CASH,8.2,0,0,0,8.2
2009-01-01,2009-01,CMT,2009-01-01D00:05:57.000000000,2009-01-01D00:28:42.000000000,0D00:22:45.000000000,1,5.3,-74.00381,40.73756,-73.95879,40.78113,CASH,17,0,0,0,17
2009-01-01,2009-01,CMT,2009-01-01D00:05:57.000000000,2009-01-01D00:18:51.000000000,0D00:12:54.000000000,1,2.6,-73.95883,40.81545,-73.94264,40.79074,CASH,10.6,0,0,0,10.6
2009-01-01,2009-01,CMT,2009-01-01D00:05:58.000000000,2009-01-01D00:11:44.000000000,0D00:05:46.000000000,1,0.9,-74.00681,40.73045,-73.99384,40.73262,CASH,5.8,0,0,0,5.8
2009-01-01,2009-01,CMT,2009-01-01D00:05:58.000000000,2009-01-01D00:29:05.000000000,0D00:23:07.000000000,1,9.9,-73.97076,40.78614,-73.9172,40.81636,CASH,25,0,0,0,25
2009-01-01,2009-01,DDS,2009-01-01D00:05:58.000000000,2009-01-01D00:14:46.000000000,0D00:08:48.000000000,3,1,-74.00016,40.72883,-73.98772,40.72004,CASH,6.5,0.5,0,0,7
2009-01-01,2009-01,CMT,2009-01-01D00:05:58.000000000,2009-01-01D00:34:12.000000000,0D00:28:14.000000000,1,8.9,-73.99244,40.76906,-73.95943,40.6916,CASH,23.8,0,0,0,23.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:00.000000000,2009-01-01D00:07:23.000000000,0D00:01:23.000000000,3,0.3,-73.98918,40.74209,-73.98671,40.73947,CASH,3.4,0,0,0,3.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:01.000000000,2009-01-01D00:10:36.000000000,0D00:04:35.000000000,1,0.5,-73.95271,40.77674,-73.95959,40.77946,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:06:01.000000000,2009-01-01D00:06:45.000000000,0D00:00:44.000000000,1,0.2,-73.95177,40.82443,-73.94945,40.82755,CASH,3.4,0,0,0,3.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:01.000000000,2009-01-01D00:16:31.000000000,0D00:10:30.000000000,2,2.5,-73.97661,40.74827,-73.98053,40.77008,CASH,9.4,0,0,0,9.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:01.000000000,2009-01-01D00:21:41.000000000,0D00:15:40.000000000,1,2.8,-73.98555,40.7527,-73.95914,40.77309,CASH,11.8,0,0,0,11.8
2009-01-01,2009-01,CMT,2009-01-01D00:06:01.000000000,2009-01-01D01:08:02.000000000,0D01:02:01.000000000,4,12,-73.99058,40.75643,-74.02863,40.8239,CASH,95,0,0,6,101
2009-01-01,2009-01,CMT,2009-01-01D00:06:01.000000000,2009-01-01D00:15:37.000000000,0D00:09:36.000000000,2,1.7,-73.95623,40.7716,-73.98183,40.77318,CASH,8.2,0,0,0,8.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:01.000000000,2009-01-01D00:21:39.000000000,0D00:15:38.000000000,2,5.4,-73.97845,40.74521,-73.90151,40.74715,CASH,15.4,0,0,0,15.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:01.000000000,2009-01-01D00:21:33.000000000,0D00:15:32.000000000,1,5.2,-74.00042,40.71863,-73.98125,40.65852,CASH,15,0,0,0,15
2009-01-01,2009-01,DDS,2009-01-01D00:06:02.000000000,2009-01-01D00:15:16.000000000,0D00:09:14.000000000,5,1,-73.13739,41.36614,-73.13739,41.36614,CASH,5.7,0.5,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:02.000000000,2009-01-01D00:08:39.000000000,0D00:02:37.000000000,1,0.9,-73.99492,40.76047,-73.98638,40.77233,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:02.000000000,2009-01-01D00:17:25.000000000,0D00:11:23.000000000,1,6.5,-73.96866,40.75495,-73.9949,40.69368,CASH,16.2,0,0,0,16.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:02.000000000,2009-01-01D00:12:35.000000000,0D00:06:33.000000000,1,1,-74.00025,40.73041,-73.98825,40.73489,CASH,6.2,0,0,0,6.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:03.000000000,2009-01-01D00:09:12.000000000,0D00:03:09.000000000,1,0.1,0,0,0,0,CASH,4.2,0,0,0,4.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:03.000000000,2009-01-01D00:19:28.000000000,0D00:13:25.000000000,2,3.3,-73.99373,40.74154,-73.97998,40.77626,CASH,11,0,0,0,11
2009-01-01,2009-01,CMT,2009-01-01D00:06:03.000000000,2009-01-01D00:12:44.000000000,0D00:06:41.000000000,2,1.3,-73.98371,40.74234,-73.97319,40.7562,CASH,6.6,0,0,0,6.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:03.000000000,2009-01-01D00:13:41.000000000,0D00:07:38.000000000,1,1.1,-73.98823,40.73761,-73.98398,40.75055,CREDIT,6.6,0,0.99,0,7.59
2009-01-01,2009-01,CMT,2009-01-01D00:06:04.000000000,2009-01-01D00:22:57.000000000,0D00:16:53.000000000,1,4.8,-73.98694,40.72835,-73.98878,40.77413,CASH,14.2,0,0,0,14.2
2009-01-01,2009-01,CMT,2009-01-01D00:06:05.000000000,2009-01-01D00:19:34.000000000,0D00:13:29.000000000,1,4.2,-73.96865,40.78619,-73.93747,40.83534,CASH,12.6,0,0,0,12.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:05.000000000,2009-01-01D00:09:53.000000000,0D00:03:48.000000000,1,0.7,-73.9967,40.74457,-73.9854,40.73838,CASH,5,0,0,0,5
2009-01-01,2009-01,CMT,2009-01-01D00:06:05.000000000,2009-01-01D00:26:16.000000000,0D00:20:11.000000000,4,4.5,-73.98927,40.73336,-73.98129,40.78419,CASH,15.4,0,0,0,15.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:05.000000000,2009-01-01D00:10:20.000000000,0D00:04:15.000000000,2,0,-73.98475,40.75425,-73.98473,40.75427,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:05.000000000,2009-01-01D00:09:04.000000000,0D00:02:59.000000000,1,0.7,-73.95662,40.77524,-73.95721,40.78291,CASH,4.6,0,0,0,4.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:05.000000000,2009-01-01D00:13:19.000000000,0D00:07:14.000000000,1,1.7,-73.9964,40.71896,-73.97967,40.73554,CREDIT,7,0,1.4,0,8.4
2009-01-01,2009-01,CMT,2009-01-01D00:06:06.000000000,2009-01-01D00:18:11.000000000,0D00:12:05.000000000,2,1.6,-74.00483,40.74087,-73.98373,40.74073,CASH,8.6,0,0,0,8.6
2009-01-01,2009-01,CMT,2009-01-01D00:06:07.000000000,2009-01-01D00:13:53.000000000,0D00:07:46.000000000,1,1.8,-73.95894,40.80975,-73.93677,40.8157,CREDIT,7.8,0,2,0,9.8
